season,opponent,result,pace,ppp,efg,to,or,ft,pmp,tmp,tmpa,fpa,fpt,tft,oppp,oefg,oto,oor,oft,opmp,otmp,otmpa,ofpa,ofpt,otft,label,type,blind
2003-04,UVA,L,72,1,50,20.9,32.8,19.1,53.3,27.8,28.6,9,12,75,1.03,46.1,22.3,44.3,32.8,40,37.5,37.5,15,21,71.4,UVA L 72-74 (2003-04),League,lightpink
2003-04,Florida State,W,74,1.06,51.8,23.1,42,67.3,44.1,42.9,38.2,21,37,56.8,0.97,54.5,19,12.7,33.9,42.1,40.5,66.1,10,19,52.6,Florida State W 78-71 (2003-04),League,lightgreen
2003-04,Maryland,W,83,1.17,59.8,26.5,46.5,98,62.2,35.7,27.5,36,50,72,1.04,42.3,12.1,34.8,38.5,42.1,28.6,26.9,20,30,66.7,Maryland W 97-86 (2003-04),League,lightgreen
2003-04,Georgia Tech,L,77,1,47.9,15.7,33.7,26.8,41.3,40,35.2,9,19,47.4,1.15,60.2,24.8,27.9,51.9,44.8,52,46.3,23,28,82.1,Georgia Tech L 77-88 (2003-04),League,lightpink
2003-04,Wake Forest,W,64,1.24,48.4,18.8,46.7,36.1,52.8,28,41,20,22,90.9,1.14,50.9,15.6,40.6,37.5,54.5,30.4,41.1,16,21,76.2,Wake Forest W 79-73 (2003-04),League,lightgreen
2003-04,Duke,L,70,1.02,46.6,25.2,47.7,23,48.2,27.8,24.3,12,17,70.6,1.05,47.7,21.5,39,40.6,46.5,33.3,32.8,22,26,84.6,Duke L 81-83 (2003-04),League,lightpink
2003-04,Clemson,L,69,1.05,53.5,20.4,32.3,29.3,56.4,31.6,32.8,10,17,58.8,1.18,67.8,27.7,42.1,73.3,43.8,84.6,28.9,20,33,60.6,Clemson L 72-81 (2003-04),League,lightpink
2003-04,NC State,W,68,1,50,26.4,36.5,38.5,45.9,40,28.8,16,20,80,0.97,60.4,29.4,19.6,22.9,63,38.1,43.8,8,11,72.7,NC State W 68-66 (2003-04),League,lightgreen
2003-04,UVA,W,75,1.27,56.9,14.6,43.5,46.1,54.9,42.9,21.5,22,30,73.3,1.02,53.8,25.2,24.6,43.4,54.5,35,37.7,20,23,87,UVA W 96-77 (2003-04),League,lightgreen
2003-04,Florida State,L,68,1.06,54.7,20.9,31.2,29.7,48.6,41.4,45.3,11,19,57.9,1.18,62.7,26.1,41.5,37.3,62.5,42.1,32.2,16,22,72.7,Florida State L 81-90 (2003-04),League,lightpink
2003-04,Connecticut,W,81,1.06,50,18.5,33.3,40.9,44.7,42.1,28.8,20,27,74.1,1.03,53.6,25.9,42.5,21.4,54,35,28.6,8,15,53.3,Connecticut W 86-83 (2003-04),Non-Conference,lightgreen
2003-04,Maryland,L,81,1.04,45.9,19.8,44.4,35.6,42.6,36.8,26,17,26,65.4,1.11,57,27.2,44.1,61.4,58.3,33.3,15.8,25,35,71.4,Maryland L 84-90 (2003-04),League,lightpink
2003-04,Georgia Tech,W,90,1.15,51.4,15.6,37.4,62,53.3,27.3,15.5,30,44,68.2,0.98,46.9,26.7,38.7,52.3,46.5,31.8,33.8,27,34,79.4,Georgia Tech W 103-88 (2003-04),League,lightgreen
2003-04,Miami,W,82,1.08,52.1,26.7,50.7,34.3,60.4,17.6,24.3,16,24,66.7,0.78,42.2,26.7,29,26.6,40.9,30,31.2,10,17,58.8,Miami W 89-64 (2003-04),Non-Conference,lightgreen
2003-04,Kentucky,L,66,0.84,45.4,30.1,34.3,16.7,45.9,29.4,31.5,7,9,77.8,0.92,44.4,18.1,36.4,21,45.5,27.8,29,6,13,46.2,Kentucky L 56-61 (2003-04),Non-Conference,lightpink
2003-04,Coastal Carolina,W,83,1.27,63.6,15.7,30,47,56.6,61.5,19.7,21,31,67.7,0.87,51.6,32.5,32.9,21.3,47.4,39.1,37.7,9,13,69.2,Coastal Carolina W 105-72 (2003-04),Non-Conference,lightgreen
2003-04,UNC-Wilmington,W,72,0.99,47.5,27.9,46.1,39.3,38.9,40,41,13,24,54.2,0.75,42,34.9,33.3,36,38.7,31.6,38,12,18,66.7,Wilmington W 71-54 (2003-04),Non-Conference,lightgreen
2003-04,Wake Forest,L,74,1.12,53.9,14.8,35.5,34.4,52.2,39.1,25.6,17,31,54.8,1.17,57.2,15.8,38.1,34.4,58.3,36.7,33.3,16,31,51.6,Wake Forest L 114-119 (2003-04),League,lightpink
2003-04,Akron,W,71,0.9,33.3,19.7,47.6,40.6,35.4,19,30.4,18,28,64.3,0.75,39.1,23.9,31.3,7.8,44.9,13.3,23.4,3,5,60,Akron W 64-53 (2003-04),Non-Conference,lightgreen
2003-04,George Mason,W,79,1.46,67.2,16.6,49.1,59.4,63.3,53.3,23.4,29,38,76.3,1.03,53.3,24.2,32.9,33.3,45.9,43.5,38.3,17,20,85,George Mason W 115-81 (2003-04),Non-Conference,lightgreen
2003-04,Illinois,W,79,1.12,52.4,16.5,32.9,44.4,51.1,37.5,25.4,22,28,78.6,1.03,49.3,17.8,37.6,24,54.9,25,32,7,18,38.9,Illinois W 88-81 (2003-04),Non-Conference,lightgreen
2003-04,Cleveland State,W,79,1.04,43.2,20.3,48,37.8,46,18.2,14.9,18,28,64.3,0.96,50.8,25.4,32.4,36.7,51.5,33.3,45,15,22,68.2,Cleveland State W 82-76 (2003-04),Non-Conference,lightgreen
2003-04,Davidson,W,79,1.16,57.6,17.8,27,62.7,59.5,36.4,37.3,23,37,62.2,0.87,52.9,33.1,29.4,34.6,47.8,37.9,55.8,13,18,72.2,Davidson W 91-68 (2003-04),Non-Conference,lightgreen
2003-04,Old Dominion,W,77,1.17,62.5,19.6,34,36.7,67.9,14.3,11.7,15,22,68.2,0.84,44.9,28.7,37.4,4.3,41,33.3,43.5,2,3,66.7,Old Dominion W 90-64 (2003-04),Non-Conference,lightgreen
